n,variability,zcorr,zerr1,zerr2,tcorr,terr1,terr2,total
12,7.000000,7785,5,2210,7602,5,2393,10000
20,9.000000,9194,13,793,9158,10,832,10000
16,9.000000,8824,854,322,8906,741,353,10000
13,1.000000,8691,950,359,8805,812,383,10000
12,3.000000,8896,64,1040,8821,46,1133,10000
16,7.000000,8464,10,1526,8371,7,1622,10000
15,7.000000,8807,892,301,8875,795,330,10000
19,9.000000,8858,847,295,8938,754,308,10000
12,9.000000,7736,7,2257,7577,7,2416,10000
15,3.000000,8459,10,1531,8349,10,1641,10000
18,9.000000,8081,2,1917,7992,2,2006,10000
16,9.000000,8452,5,1543,8360,5,1635,10000
14,7.000000,8483,6,1511,8381,6,1613,10000
15,5.000000,7472,6,2522,7313,6,2681,10000
17,1.000000,7652,3,2345,7510,3,2487,10000
20,9.000000,7694,1,2305,7595,1,2404,10000
18,1.000000,8821,865,314,8912,763,325,10000
17,5.000000,8865,820,315,8956,714,330,10000
15,1.000000,139677973325348,139677973317937,2587,7275,1,2724,10000
13,5.000000,8729,946,325,8851,803,346,10000
21,5.000000,7744,3,2253,7658,3,2339,10000
14,7.000000,8733,966,301,8838,839,323,10000
13,1.000000,7856,9,2135,7715,8,2277,10000
18,5.000000,8119,3,1878,8026,3,1971,10000
13,9.000000,8722,963,315,8825,826,349,10000
17,7.000000,8050,2,1948,7921,2,2077,10000
14,1.000000,7439,4,2557,7268,4,2728,10000
15,9.000000,7468,3,2529,7320,3,2677,10000
12,5.000000,7270,3,2727,7090,3,2907,10000
13,9.000000,7795,3,2202,7648,2,2350,10000
19,3.000000,8630,3,1367,8542,3,1455,10000
18,1.000000,9131,19,850,9072,19,909,10000
15,1.000000,8817,886,297,8906,772,322,10000
15,7.000000,7931,2,2067,7796,2,2202,10000
20,1.000000,8195,2,1803,8105,2,1893,10000
17,1.000000,8491,3,1506,8405,2,1593,10000
17,5.000000,8579,5,1416,8494,4,1502,10000
13,5.000000,7811,9,2180,7678,8,2314,10000
13,3.000000,8716,971,313,8839,815,346,10000
18,5.000000,7587,0,2413,7438,0,2562,10000
15,1.000000,8481,3,1516,8364,3,1633,10000
15,7.000000,9064,42,894,9016,32,952,10000
18,7.000000,8915,805,280,8970,727,303,10000
18,7.000000,8093,4,1903,7990,4,2006,10000
14,5.000000,8406,7,1587,8282,6,1712,10000
14,3.000000,8406,8,1586,8288,7,1705,10000
13,3.000000,7879,2,2119,7732,2,2266,10000
18,5.000000,8929,792,279,8984,718,298,10000
12,1.000000,7802,9,2189,7644,8,2348,10000
14,5.000000,9028,33,939,8961,25,1014,10000
15,9.000000,7967,1,2032,7826,1,2173,10000
19,1.000000,8110,2,1888,8006,2,1992,10000
16,5.000000,9016,27,957,8952,22,1026,10000
21,3.000000,8681,2,1317,8624,2,1374,10000
15,3.000000,9038,37,925,8982,29,989,10000
12,1.000000,7329,5,2666,7134,5,2861,10000
14,3.000000,7918,7,2075,7788,6,2206,10000
17,9.000000,8875,835,290,8978,720,302,10000
13,3.000000,8404,12,1584,8286,9,1705,10000
16,7.000000,9080,35,885,9037,25,938,10000
17,1.000000,9113,28,859,9068,22,910,10000
20,7.000000,8922,836,242,8991,748,261,10000
18,5.000000,8569,2,1429,8485,2,1513,10000
19,5.000000,8619,0,1381,8554,0,1446,10000
20,7.000000,8146,2,1852,8057,2,1941,10000
15,1.000000,9042,33,925,8997,24,979,10000
20,1.000000,7711,1,2288,7603,1,2396,10000
21,9.000000,8919,808,273,8993,727,280,10000
19,5.000000,8942,801,257,9001,728,271,10000
15,9.000000,9049,37,914,8982,35,983,10000
13,5.000000,8974,67,959,8895,56,1049,10000
21,3.000000,8885,825,290,8950,745,305,10000
16,3.000000,8850,848,302,8931,748,321,10000
18,7.000000,9100,29,871,9056,19,925,10000
20,5.000000,9163,24,813,9125,20,855,10000
14,3.000000,7453,18,2529,7319,18,2663,10000
17,5.000000,8026,8,1966,7925,8,2067,10000
14,1.000000,8400,13,1587,8291,11,1698,10000
14,1.000000,7938,10,2052,7804,10,2186,10000
20,9.000000,8127,5,1868,8055,5,1940,10000
21,7.000000,7682,2,2316,7593,2,2405,10000
15,3.000000,7513,3,2484,7368,3,2629,10000
17,1.000000,8849,856,295,8924,756,320,10000
21,3.000000,8195,6,1799,8111,6,1883,10000
16,5.000000,8031,2,1967,7913,2,2085,10000
16,1.000000,8737,951,312,8821,847,332,10000
13,1.000000,7329,4,2667,7155,3,2842,10000
17,9.000000,8029,16,1955,7931,16,2053,10000
15,3.000000,8797,904,299,8890,793,317,10000
21,5.000000,8643,4,1353,8586,4,1410,10000
16,5.000000,7525,3,2472,7408,3,2589,10000
18,3.000000,8587,5,1408,8511,3,1486,10000
15,7.000000,7452,14,2534,7311,14,2675,10000
14,7.000000,9034,40,926,8978,25,997,10000
15,5.000000,7965,1,2034,7836,1,2163,10000
16,1.000000,9072,34,894,9015,28,957,10000
12,5.000000,7786,21,2193,7621,21,2358,10000
20,7.000000,8618,13,1369,8548,12,1440,10000
17,5.000000,7516,2,2482,7407,2,2591,10000
16,5.000000,8819,866,315,8914,758,328,10000
16,9.000000,9056,21,923,8996,18,986,10000
16,1.000000,7461,6,2533,7347,6,2647,10000
15,3.000000,7966,5,2029,7835,5,2160,10000
20,5.000000,8163,2,1835,8070,2,1928,10000
21,7.000000,8165,1,1834,8077,1,1922,10000
16,9.000000,7470,15,2515,7348,15,2637,10000
20,3.000000,9126,22,852,9095,19,886,10000
15,9.000000,8505,11,1484,8409,11,1580,10000
13,5.000000,7402,6,2592,7215,6,2779,10000
15,9.000000,8809,902,289,8897,797,306,10000
14,1.000000,8977,44,979,8909,35,1056,10000
14,7.000000,7449,4,2547,7285,4,2711,10000
16,7.000000,7543,3,2454,7389,3,2608,10000
16,7.000000,8851,849,300,8950,735,315,10000
20,3.000000,8920,810,270,8981,726,293,10000
20,3.000000,8179,2,1819,8091,2,1907,10000
19,5.000000,8094,4,1902,7997,4,1999,10000
21,9.000000,8182,7,1811,8109,7,1884,10000
15,5.000000,9039,42,919,8994,32,974,10000
17,7.000000,7536,4,2460,7413,4,2583,10000
18,7.000000,7632,3,2365,7531,3,2466,10000
16,5.000000,8494,8,1498,8387,7,1606,10000
20,5.000000,8663,20,1317,8604,20,1376,10000
18,1.000000,8573,2,1425,8499,2,1499,10000
18,9.000000,8597,13,1390,8526,12,1462,10000
18,3.000000,8131,6,1863,8037,6,1957,10000
21,7.000000,9123,23,854,9091,18,891,10000
17,9.000000,9141,21,838,9099,14,887,10000
16,3.000000,8467,22,1511,8365,22,1613,10000
19,7.000000,8070,3,1927,7984,2,2014,10000
21,9.000000,8678,1,1321,8614,1,1385,10000
21,9.000000,9203,37,760,9153,32,815,10000
21,5.000000,9190,15,795,9150,13,837,10000
14,9.000000,8418,7,1575,8312,7,1681,10000
21,3.000000,9228,18,754,9186,16,798,10000
17,9.000000,8441,6,1553,8365,5,1630,10000
17,7.000000,9084,44,872,9037,38,925,10000
20,7.000000,7723,1,2276,7633,1,2366,10000
20,1.000000,8657,2,1341,8603,2,1395,10000
19,9.000000,8685,3,1312,8607,3,1390,10000
19,1.000000,7682,2,2316,7571,1,2428,10000
21,7.000000,8661,3,1336,8609,3,1388,10000
20,1.000000,9163,16,821,9115,13,872,10000
19,3.000000,9120,43,837,9075,40,885,10000
21,5.000000,8155,2,1843,8079,1,1920,10000
17,7.000000,8578,4,1418,8500,4,1496,10000
19,3.000000,8096,2,1902,8002,2,1996,10000
14,5.000000,8725,937,338,8814,830,356,10000
21,7.000000,9019,730,251,9066,662,272,10000
20,5.000000,8989,753,258,9062,667,271,10000
18,1.000000,7598,3,2399,7475,2,2523,10000
19,1.000000,9061,22,917,9029,16,955,10000
19,7.000000,8604,5,1391,8533,5,1462,10000
21,5.000000,8940,793,267,8994,724,282,10000
19,1.000000,8870,839,291,8942,750,308,10000
21,3.000000,7719,2,2279,7635,2,2363,10000
21,9.000000,7725,13,2262,7641,13,2346,10000
18,3.000000,8938,805,257,9013,712,275,10000
16,9.000000,7977,5,2018,7852,5,2143,10000
18,7.000000,8583,16,1401,8500,16,1484,10000
19,5.000000,9120,25,855,9085,20,895,10000
21,1.000000,139677973325354,139677973316689,1333,8603,1,1396,10000
21,1.000000,8140,2,1858,8070,2,1928,10000
20,1.000000,8891,804,305,8969,713,318,10000
17,5.000000,9064,31,905,9007,24,969,10000
20,7.000000,9165,30,805,9133,26,841,10000
19,3.000000,8884,854,262,8965,752,283,10000
20,3.000000,8628,1,1371,8566,1,1433,10000
18,3.000000,7590,12,2398,7463,12,2525,10000
21,1.000000,7704,8,2288,7599,8,2393,10000
20,9.000000,8968,755,277,9026,680,294,10000
20,5.000000,7679,3,2318,7554,3,2443,10000
19,5.000000,7621,2,2377,7521,2,2477,10000
22,9.000000,9186,9,805,9152,9,839,10000
30,7.000000,8482,0,1518,8442,0,1558,10000
22,5.000000,8720,0,1280,8657,0,1343,10000
27,1.000000,9267,8,725,9250,6,744,10000
22,3.000000,8995,726,279,9052,661,287,10000
22,1.000000,8027,245,1728,7955,242,1803,10000
22,7.000000,8726,1,1273,8672,1,1327,10000
22,3.000000,8734,0,1266,8674,0,1326,10000
25,3.000000,7918,0,2082,7847,0,2153,10000
28,5.000000,8419,1002,579,8410,992,598,10000
23,3.000000,8948,780,272,9012,706,282,10000
23,1.000000,9197,9,794,9177,6,817,10000
26,3.000000,9038,704,258,9082,651,267,10000
23,7.000000,9239,10,751,9207,9,784,10000
25,3.000000,8311,0,1689,8247,0,1753,10000
22,3.000000,8206,0,1794,8133,0,1867,10000
24,5.000000,8730,0,1270,8682,0,1318,10000
28,9.000000,7911,0,2089,7836,0,2164,10000
22,7.000000,9169,7,824,9135,6,859,10000
24,1.000000,9003,754,243,9064,687,249,10000
29,5.000000,9042,751,207,9075,711,214,10000
25,5.000000,8730,0,1270,8696,0,1304,10000
28,7.000000,9088,700,212,9136,638,226,10000
30,7.000000,9295,4,701,9274,4,722,10000
30,9.000000,7954,185,1861,7900,182,1918,10000
23,3.000000,8284,0,1716,8219,0,1781,10000
25,7.000000,9023,715,262,9072,658,270,10000
24,5.000000,7850,0,2150,7773,0,2227,10000
28,1.000000,9239,4,757,9217,3,780,10000
22,9.000000,7795,0,2205,7721,0,2279,10000
23,9.000000,7824,0,2176,7731,0,2269,10000
22,1.000000,8730,0,1270,8664,0,1336,10000
24,5.000000,8334,0,1666,8283,0,1717,10000
24,7.000000,7839,0,2161,7763,0,2237,10000
22,7.000000,7796,0,2204,7702,0,2298,10000
23,5.000000,8970,758,272,9029,684,287,10000
23,5.000000,8698,0,1302,8641,0,1359,10000
24,9.000000,9245,7,748,9208,5,787,10000
22,3.000000,7756,0,2244,7671,0,2329,10000
30,5.000000,8397,0,1603,8344,0,1656,10000
26,9.000000,8324,0,1676,8257,0,1743,10000
22,7.000000,8969,754,277,9036,670,294,10000
24,9.000000,7842,0,2158,7764,0,2236,10000
23,5.000000,9245,4,751,9199,3,798,10000
26,3.000000,7887,1,2112,7816,1,2183,10000
26,3.000000,8752,1,1247,8711,1,1288,10000
24,1.000000,8247,0,1753,8198,0,1802,10000
27,1.000000,8795,0,1205,8749,0,1251,10000
26,7.000000,8819,0,1181,8776,0,1224,10000
25,3.000000,8777,0,1223,8722,0,1278,10000
26,5.000000,8321,0,1679,8277,0,1723,10000
29,1.000000,7990,0,2010,7934,0,2066,10000
24,5.000000,9230,8,762,9204,5,791,10000
25,5.000000,7873,0,2127,7789,0,2211,10000
29,5.000000,7987,0,2013,7924,0,2076,10000
30,5.000000,8890,0,1110,8854,0,1146,10000
22,1.000000,7748,1,2251,7657,1,2342,10000
23,1.000000,8806,0,1194,8750,0,1250,10000
22,3.000000,9257,7,736,9229,5,766,10000
26,1.000000,9064,695,241,9129,625,246,10000
23,3.000000,7869,0,2131,7788,0,2212,10000
24,3.000000,7866,2,2132,7791,2,2207,10000
24,9.000000,8479,326,1195,8428,326,1246,10000
24,3.000000,9232,15,753,9204,15,781,10000
22,5.000000,9203,11,786,9183,7,810,10000
23,9.000000,8717,1,1282,8650,1,1349,10000
31,1.000000,8051,0,1949,8007,0,1993,10000
22,1.000000,9018,740,242,9072,672,256,10000
24,7.000000,8258,0,1742,8195,0,1805,10000
29,7.000000,9258,3,739,9236,3,761,10000
27,9.000000,9287,5,708,9263,3,734,10000
23,7.000000,8223,0,1777,8143,0,1857,10000
23,1.000000,8969,768,263,9031,699,270,10000
26,9.000000,9273,4,723,9245,4,751,10000
31,5.000000,9077,704,219,9124,651,225,10000
26,5.000000,9033,712,255,9081,653,266,10000
30,3.000000,8885,0,1115,8847,0,1153,10000
23,3.000000,8772,1,1227,8723,0,1277,10000
22,9.000000,8218,0,1782,8136,0,1864,10000
22,9.000000,8969,782,249,9030,707,263,10000
31,7.000000,7982,155,1863,7926,154,1920,10000
25,5.000000,9031,706,263,9078,647,275,10000
30,3.000000,8031,0,1969,7972,0,2028,10000
22,7.000000,8267,0,1733,8190,0,1810,10000
26,7.000000,9304,5,691,9271,5,724,10000
25,5.000000,8293,0,1707,8238,0,1762,10000
25,9.000000,9010,747,243,9059,685,256,10000
22,1.000000,9217,13,770,9199,9,792,10000
24,3.000000,8993,746,261,9043,687,270,10000
28,5.000000,8837,0,1163,8802,0,1198,10000
27,9.000000,8388,0,1612,8330,0,1670,10000
29,1.000000,8436,0,1564,8372,0,1628,10000
25,1.000000,7899,0,2101,7831,0,2169,10000
31,7.000000,8472,0,1528,8422,0,1578,10000
28,3.000000,7953,0,2047,7886,0,2114,10000
25,7.000000,7863,0,2137,7800,0,2200,10000
23,1.000000,7816,0,2184,7717,0,2283,10000
31,7.000000,9105,662,233,9144,616,240,10000
26,3.000000,9226,64,710,9198,61,741,10000
29,3.000000,8236,241,1523,8193,238,1569,10000
27,1.000000,8260,184,1556,8212,182,1606,10000
28,5.000000,8139,434,1427,8090,428,1482,10000
26,1.000000,8398,0,1602,8341,0,1659,10000
28,9.000000,9316,7,677,9293,7,700,10000
28,9.000000,8419,0,1581,8359,0,1641,10000
29,7.000000,8479,1335,186,8521,1282,197,10000
24,7.000000,9237,11,752,9212,6,782,10000
26,5.000000,8803,0,1197,8757,0,1243,10000
30,3.000000,9076,690,234,9123,637,240,10000
27,7.000000,7900,0,2100,7833,0,2167,10000
27,5.000000,9040,720,240,9094,651,255,10000
27,3.000000,8281,103,1616,8215,102,1683,10000
26,7.000000,9061,719,220,9113,657,230,10000
27,3.000000,7888,0,2112,7822,0,2178,10000
25,7.000000,9259,7,734,9233,5,762,10000
26,5.000000,7975,1,2024,7886,1,2113,10000
30,9.000000,9267,3,730,9252,2,746,10000
23,7.000000,8948,767,285,9011,689,300,10000
23,9.000000,9208,6,786,9182,6,812,10000
28,5.000000,7962,0,2038,7898,0,2102,10000
23,1.000000,8308,0,1692,8237,0,1763,10000
31,1.000000,8933,0,1067,8897,0,1103,10000
24,7.000000,8731,0,1269,8673,0,1327,10000
30,1.000000,8404,0,1596,8369,0,1631,10000
29,3.000000,7982,0,2018,7912,0,2088,10000
25,9.000000,8323,0,1677,8249,0,1751,10000
25,7.000000,8359,2,1639,8309,2,1689,10000
22,5.000000,8217,1,1782,8146,1,1853,10000
23,5.000000,8262,0,1738,8187,0,1813,10000
30,7.000000,8856,0,1144,8821,0,1179,10000
30,7.000000,9049,712,239,9083,671,246,10000
31,1.000000,9127,668,205,9165,616,219,10000
31,5.000000,8033,1,1966,7986,1,2013,10000
27,1.000000,7938,0,2062,7857,0,2143,10000
30,1.000000,8859,0,1141,8828,0,1172,10000
25,9.000000,7846,0,2154,7781,0,2219,10000
25,1.000000,9068,718,214,9121,652,227,10000
25,5.000000,9238,10,752,9215,10,775,10000
23,9.000000,8258,0,1742,8194,0,1806,10000
28,1.000000,8360,0,1640,8304,0,1696,10000
23,5.000000,7810,1,2189,7705,1,2294,10000
26,9.000000,139675738799304,1,2135,7798,4294967296,2201,10000
26,3.000000,8415,6,1579,8356,5,1639,10000
27,3.000000,9046,707,247,9094,649,257,10000
29,9.000000,8404,0,1596,8351,0,1649,10000
25,7.000000,8557,278,1165,8521,276,1203,10000
24,9.000000,8334,1,1665,8258,0,1742,10000
26,9.000000,8794,8,1198,8737,8,1255,10000
28,3.000000,9297,5,698,9269,5,726,10000
29,7.000000,8566,334,1100,8533,328,1139,10000
26,7.000000,8376,9,1615,8320,9,1671,10000
24,1.000000,7858,3,2139,7771,3,2226,10000
27,5.000000,8825,0,1175,8785,0,1215,10000
22,9.000000,8710,2,1288,8654,2,1344,10000
24,1.000000,9216,6,778,9177,5,818,10000
23,7.000000,7775,1,2224,7678,1,2321,10000
31,3.000000,9085,686,229,9124,638,238,10000
29,9.000000,9284,27,689,9258,25,717,10000
27,3.000000,9258,4,738,9222,4,774,10000
29,1.000000,9028,722,250,9079,666,255,10000
31,9.000000,9048,706,246,9092,655,253,10000
27,9.000000,8989,754,257,9039,695,266,10000
24,5.000000,8973,771,256,9030,704,266,10000
26,1.000000,9259,8,733,9231,8,761,10000
25,1.000000,9190,21,789,9162,19,819,10000
25,3.000000,9027,737,236,9072,680,248,10000
22,5.000000,9018,720,262,9080,648,272,10000
25,9.000000,9268,5,727,9238,5,757,10000
28,9.000000,8831,0,139682320594929,8821,139675717623456,139675720270268,10000
28,5.000000,9035,727,238,9083,666,251,10000
26,1.000000,8805,0,1195,8764,0,1236,10000
28,7.000000,8255,283,1462,8215,277,1508,10000
27,5.000000,8372,1,1627,8306,1,1693,10000
23,9.000000,8596,1174,230,8658,1103,239,10000
22,5.000000,7747,0,2253,7655,0,2345,10000
23,3.000000,9240,14,746,9215,11,774,10000
27,7.000000,8786,1,1213,8744,1,1255,10000
24,7.000000,9009,734,257,9048,682,270,10000
28,1.000000,9034,727,239,9080,667,253,10000
29,3.000000,8826,9,1165,8784,9,1207,10000
27,9.000000,8820,2,1178,8776,2,1222,10000
30,5.000000,9078,695,227,9127,639,234,10000
27,7.000000,9063,721,216,9112,662,226,10000
24,3.000000,8723,0,1277,8662,0,1338,10000
28,7.000000,7979,0,2021,7902,0,2098,10000
26,1.000000,7946,16,2038,7881,16,2103,10000
28,1.000000,8804,4,1192,8772,4,1224,10000
25,9.000000,8749,17,1234,8700,17,1283,10000
30,1.000000,8073,0,1927,8014,0,1986,10000
31,3.000000,8496,0,1504,8453,0,1547,10000
31,5.000000,9330,4,666,9320,2,678,10000
31,9.000000,8871,13,1116,8838,13,1149,10000
27,9.000000,7968,4,2028,7915,3,2082,10000
27,5.000000,9195,31,774,9170,29,801,10000
28,7.000000,8187,748,1065,8162,740,1098,10000
29,3.000000,9288,18,694,9270,17,713,10000
30,1.000000,9053,739,208,9096,685,219,10000
25,1.000000,8774,6,1220,8733,6,1261,10000
26,7.000000,7907,0,2093,7825,0,2175,10000
27,5.000000,7939,1,2060,7875,1,2124,10000
29,7.000000,8028,19,1953,7953,19,2028,10000
31,3.000000,8877,2,1121,8847,2,1151,10000
29,1.000000,9340,6,654,9322,5,673,10000
24,3.000000,8268,10,1722,8185,10,1805,10000
30,7.000000,8081,2,1917,8016,2,1982,10000
27,7.000000,9298,34,668,9270,32,698,10000
24,1.000000,8747,18,1235,8696,18,1286,10000
26,9.000000,8706,1077,217,8760,1015,225,10000
30,9.000000,9099,674,227,9150,615,235,10000
27,7.000000,8439,0,1561,8377,0,1623,10000
30,1.000000,9350,11,639,9332,10,658,10000
30,5.000000,9288,2,710,9265,1,734,10000
24,9.000000,8966,771,263,9019,708,273,10000
29,9.000000,8035,0,1965,7963,0,2037,10000
30,5.000000,8075,0,1925,8019,0,1981,10000
31,5.000000,8430,0,1570,8377,0,1623,10000
29,3.000000,8949,809,242,8988,760,252,10000
30,9.000000,8415,2,1583,8362,2,1636,10000
23,7.000000,8702,0,1298,8653,0,1347,10000
29,5.000000,8339,14,1647,8298,12,1690,10000
31,1.000000,8487,5,1508,8445,5,1550,10000
28,3.000000,139682320602172,54,139675747076735,139675747697156,5,1639,10000
28,3.000000,9039,717,244,9095,653,252,10000
26,5.000000,9204,21,775,9180,17,803,10000
27,1.000000,9014,732,254,9072,666,262,10000
31,9.000000,8052,0,1948,7999,0,2001,10000
31,3.000000,8017,0,1983,7954,0,2046,10000
31,9.000000,139675750046564,0,1596,8361,4294967295,1639,10000
31,5.000000,8900,6,1094,8859,6,1135,10000
31,1.000000,9315,5,680,9294,3,703,10000
29,9.000000,9051,743,206,9091,693,216,10000
31,7.000000,9325,5,670,9307,3,690,10000
28,1.000000,7936,0,2064,7858,0,2142,10000
30,3.000000,9323,21,656,9297,18,685,10000
31,9.000000,9330,11,659,9300,11,689,10000
30,9.000000,8466,513,1021,8441,502,1057,10000
28,3.000000,8788,9,1203,8755,9,1236,10000
28,7.000000,9282,17,701,9264,15,721,10000
25,3.000000,9244,14,742,9218,13,769,10000
29,7.000000,8328,15,1657,8285,15,1700,10000
30,3.000000,8432,15,1553,8385,15,1600,10000
29,9.000000,8823,19,1158,8791,19,1190,10000
31,3.000000,9356,10,634,9336,9,655,10000
27,3.000000,8791,8,1201,8753,7,1240,10000
29,1.000000,8809,0,1191,8777,0,1223,10000
25,1.000000,8335,10,1655,8268,9,1723,10000
29,5.000000,8876,2,1122,8841,1,1158,10000
28,9.000000,9063,706,231,9122,640,238,10000
31,7.000000,8827,0,1173,8800,0,1200,10000
29,5.000000,139675751951831,139675752625436,701,9263,11,726,10000
37,1.000000,8976,2,1022,8953,1,1046,10000
33,9.000000,8079,0,1921,8034,0,1966,10000
33,7.000000,8423,0,1577,8390,0,1610,10000
34,1.000000,8153,0,1847,8100,0,1900,10000
32,3.000000,8543,0,1457,8502,0,1498,10000
33,7.000000,8095,0,1905,8043,0,1957,10000
32,1.000000,9390,5,605,9363,4,633,10000
35,5.000000,8570,0,1430,8535,0,1465,10000
32,1.000000,8929,0,1071,8899,0,1101,10000
33,5.000000,9075,703,222,9116,654,230,10000
36,9.000000,8960,0,1040,8932,0,1068,10000
32,9.000000,8017,0,1983,7972,0,2028,10000
32,3.000000,9316,2,682,9299,1,700,10000
32,9.000000,8468,0,1532,8432,0,1568,10000
39,3.000000,9143,672,185,9184,625,191,10000
41,5.000000,9052,0,948,9033,0,967,10000
34,7.000000,8950,0,1050,8917,0,1083,10000
32,5.000000,8452,0,1548,8398,0,1602,10000
38,3.000000,9005,0,995,8976,0,1024,10000
35,9.000000,9145,659,196,9190,607,203,10000
34,1.000000,8503,1,1496,8464,1,1535,10000
36,5.000000,8936,0,1064,8906,0,1094,10000
32,5.000000,8028,0,1972,7968,0,2032,10000
36,1.000000,8947,0,1053,8919,0,1081,10000
38,3.000000,9391,2,607,9376,0,624,10000
34,5.000000,8895,0,1105,8863,0,1137,10000
36,7.000000,8147,0,1853,8103,0,1897,10000
39,3.000000,9375,1,624,9364,0,636,10000
36,1.000000,8223,0,1777,8179,0,1821,10000
32,3.000000,9071,695,234,9107,653,240,10000
34,9.000000,9107,682,211,9157,628,215,10000
37,1.000000,8605,0,1395,8567,0,1433,10000
33,9.000000,8418,0,1582,8372,0,1628,10000
41,1.000000,8286,0,1714,8252,0,1748,10000
33,1.000000,9305,3,692,9289,3,708,10000
40,1.000000,8986,0,1014,8966,0,1034,10000
32,3.000000,8062,0,1938,8003,0,1997,10000
33,7.000000,9356,3,641,9342,3,655,10000
33,5.000000,9387,3,610,9366,3,631,10000
37,9.000000,8183,0,1817,8138,0,1862,10000
40,9.000000,8634,0,1366,8610,0,1390,10000
33,1.000000,8894,0,1106,8861,0,1139,10000
40,5.000000,9033,1,966,9009,1,990,10000
34,3.000000,8119,0,1881,8077,0,1923,10000
37,1.000000,9126,648,226,9159,610,231,10000
36,1.000000,8553,1,1446,8516,1,1483,10000
32,5.000000,8878,0,1122,8842,0,1158,10000
32,1.000000,139675569216034,139675571416950,232,9111,653,236,10000
34,7.000000,8193,0,1807,8146,0,1854,10000
39,1.000000,9034,0,966,9010,0,990,10000
34,5.000000,8148,0,1852,8102,0,1898,10000
37,3.000000,9161,640,199,9186,605,209,10000
35,1.000000,8976,1,1023,8938,1,1061,10000
33,3.000000,9122,669,209,9169,617,214,10000
35,3.000000,8937,1,1062,8908,1,1091,10000
33,5.000000,8081,0,1919,8025,0,1975,10000
34,9.000000,8566,0,1434,8530,0,1470,10000
32,7.000000,8467,0,1533,8424,0,1576,10000
39,7.000000,8622,0,1378,8590,0,1410,10000
32,7.000000,9108,666,226,9144,616,240,10000
40,3.000000,8477,151,1372,8448,145,1407,10000
37,7.000000,9374,3,623,9361,3,636,10000
36,7.000000,9388,6,606,9371,5,624,10000
34,3.000000,8896,0,1104,8869,0,1131,10000
32,3.000000,8965,0,1035,8938,0,1062,10000
33,1.000000,9088,686,226,9129,639,232,10000
41,7.000000,8983,1,1016,8962,1,1037,10000
33,3.000000,8438,0,1562,8400,0,1600,10000
34,1.000000,9326,2,672,9301,0,699,10000
35,1.000000,9175,628,197,9229,574,197,10000
38,7.000000,8273,0,1727,8225,0,1775,10000
37,7.000000,8196,0,1804,8166,0,1834,10000
36,7.000000,8570,0,1430,8526,0,1474,10000
38,5.000000,8647,0,1353,8610,0,1390,10000
33,3.000000,9299,6,695,9271,5,724,10000
36,1.000000,9083,695,222,9116,658,226,10000
32,5.000000,9318,5,677,9302,4,694,10000
37,3.000000,9392,2,606,9373,2,625,10000
34,5.000000,9368,2,630,9345,2,653,10000
37,7.000000,8998,0,1002,8966,0,1034,10000
32,5.000000,9137,628,235,9185,577,238,10000
33,7.000000,9091,690,219,9130,643,227,10000
35,9.000000,8106,2,1892,8062,2,1936,10000
32,9.000000,8961,0,1039,8928,0,1072,10000
35,7.000000,8134,0,1866,8094,0,1906,10000
39,1.000000,9356,4,640,9344,4,652,10000
41,3.000000,9407,1,592,9386,1,613,10000
35,5.000000,9131,670,199,9174,617,209,10000
32,7.000000,9342,5,653,9318,4,678,10000
37,9.000000,9129,664,207,9179,608,213,10000
39,7.000000,9379,2,619,9366,2,632,10000
39,5.000000,8647,1,1352,8607,1,1392,10000
39,9.000000,8983,1,1016,8954,1,1045,10000
32,1.000000,8009,0,1991,7967,0,2033,10000
36,5.000000,8188,0,1812,8151,0,1849,10000
39,9.000000,9391,4,605,9377,2,621,10000
37,5.000000,9373,4,623,9362,4,634,10000
36,3.000000,9355,4,641,9340,4,656,10000
38,9.000000,8547,0,1453,8508,0,1492,10000
33,3.000000,8079,0,1921,8026,0,1974,10000
34,3.000000,8574,2,1424,8536,1,1463,10000
37,9.000000,8965,0,1035,8942,0,1058,10000
34,9.000000,8050,1,1949,8004,1,1995,10000
34,7.000000,8522,0,1478,8476,0,1524,10000
39,5.000000,8992,0,1008,8961,0,1039,10000
33,5.000000,8523,0,1477,8476,0,1524,10000
40,7.000000,8235,0,1765,8203,0,1797,10000
35,5.000000,9414,2,584,9402,2,596,10000
32,7.000000,8889,1,1110,8846,1,1153,10000
35,7.000000,9358,5,637,9338,4,658,10000
37,5.000000,9153,648,199,9185,611,204,10000
41,3.000000,9158,651,191,9194,608,198,10000
40,9.000000,9377,5,618,9359,4,637,10000
32,1.000000,8487,0,1513,8444,0,1556,10000
39,7.000000,8971,0,1029,8951,0,1049,10000
32,7.000000,8070,1,1929,8009,1,1990,10000
39,9.000000,8208,1,1791,8165,1,1834,10000
33,9.000000,9166,635,199,9206,587,207,10000
38,3.000000,8596,0,1404,8558,0,1442,10000
41,9.000000,9406,1,593,9395,1,604,10000
35,9.000000,8568,0,1432,8523,0,1477,10000
34,5.000000,8495,0,1505,8455,0,1545,10000
40,5.000000,8593,0,1407,8565,0,1435,10000
33,3.000000,8986,0,1014,8956,0,1044,10000
36,5.000000,8572,0,1428,8527,0,1473,10000
38,7.000000,139682320602727,84,139675605815478,139675605830907,34,1027,10000
38,1.000000,9128,667,205,9158,631,211,10000
